order_item_id,order_id,product_id,quantity,price_at_purchase
239,3546,254,1,771.98
240,14238,944,1,700.24
241,2076,1959,1,458.18
242,13783,1999,1,922.57
243,14096,765,1,580.77
244,12609,1678,1,445.57
245,1648,1921,1,415.32
246,3217,765,1,248.61
247,3796,995,1,920.86
248,2878,125,1,510.55
249,4772,1007,1,96.3
250,2636,515,1,947.89
251,3138,944,1,853.41
252,5540,1602,1,596.82
253,11682,1979,1,363.31
254,196,1377,1,950.76
255,13610,366,1,732.23
256,13368,1588,1,845.5
257,5270,334,1,626.23
258,4968,36,1,792.98
259,12931,928,1,253.91
260,11284,1705,1,966.7
261,10978,238,1,591.11
262,6530,1680,1,963.12
263,3441,1017,1,999.09
264,2509,546,1,499.08
265,13925,281,1,976.9
266,12693,1183,1,181.88
267,775,140,1,350.05
268,11067,1295,1,300.08
269,4023,420,1,739.89
270,2819,432,1,770.54
271,12087,1173,1,833.01
272,4459,1066,1,413.03
273,7489,943,1,566.34
274,6230,41,1,107.5
275,10439,369,1,985.22
276,8875,1760,1,765.3
277,7715,498,1,921.14
278,408,279,1,251.99
279,7473,1972,1,535.84
280,641,1424,1,997.77
281,550,864,1,117.62
282,13534,121,1,653.17
283,14375,321,1,344.09
284,6020,664,1,119.67
285,4237,1149,1,63.74
286,608,18,1,816.69
287,7024,705,1,447.71
288,12907,1611,1,906.97
289,14560,90,1,35.74
290,12057,1164,1,77.34
291,11833,215,1,279.13
292,9730,1642,1,955.23
293,2682,1420,1,426.18
294,5937,1073,1,815.51
295,12421,129,1,244.8
296,648,984,1,771.42
297,13064,861,1,840.39
298,5466,6,1,491.31
299,9030,563,1,757.68
300,14582,1916,1,983.83
301,9878,114,1,340.01
302,7219,92,1,815.06
303,14060,722,1,91.57
304,2245,98,1,944.53
305,2858,462,1,293.67
306,11046,1215,1,841.68
307,4476,1941,1,768.21
308,11787,1027,1,489.94
309,8100,704,1,669.31
310,4957,1593,1,276.72
311,2533,1149,1,790.14
312,2422,894,1,194.71
313,1727,1268,1,629.47
314,13492,858,1,652.59
315,7752,1773,1,944.71
316,9990,1245,1,899.19
317,11241,1390,1,966.61
318,6967,659,1,273.74
319,12372,1491,1,492.04
320,4522,1176,1,119.04
321,4789,1758,1,448.96
322,12321,981,1,727.99
323,491,1700,1,82.97
324,3175,1796,1,777.89
325,9088,839,1,393.27
326,9099,112,1,304.19
327,10917,1872,1,741.05
328,7372,55,1,232.61
329,976,185,1,979.25
330,2232,438,1,454.32
331,10234,578,1,553.35
332,12045,1205,1,549.43
333,8177,996,1,560.13
334,1891,355,1,193.49
335,6448,916,1,144.68
336,9886,314,1,822.73
337,14622,250,1,786.06
338,9173,1850,1,934.57
339,6536,375,1,138.28
340,1992,1796,1,436.81
341,14775,1092,1,31.97
342,9243,901,1,623.36
343,14441,357,1,445.54
344,9139,1334,1,973.56
345,10215,343,1,105.67
346,3970,1368,1,92.58
347,12118,1396,1,398.86
348,3086,1823,1,625.75
349,9807,1358,1,295.21
350,640,146,1,707.39
351,4299,1472,1,32.82
352,14091,758,1,950.73
353,12375,392,1,718.09
354,235,1559,1,67.76
355,10757,1135,1,956.71
356,8937,1211,1,646
357,2053,1254,1,190.33
358,12679,130,1,435.27
359,8027,1532,1,95.4
360,12059,1523,1,494.64
361,6231,1687,1,983.63
362,9454,904,1,272.44
363,7171,1026,1,770.63
364,12622,1000,1,298.57
365,10745,6,1,829.15
366,12212,1261,1,996.07
367,1701,919,1,363.61
368,5448,1915,1,510.72
369,11402,1490,1,298.66
370,9780,1464,1,402.1
371,5966,615,1,563.56
372,1465,754,1,258.54
373,13764,1309,1,610.75
374,4113,928,1,680.04
375,1076,321,1,27.73
376,13704,1896,1,292.3
377,12259,1653,1,605.67
378,13488,516,1,866.95
379,14888,1174,1,393.48
380,10280,730,1,562.7
381,3504,1793,1,419.55
382,14893,286,1,779.18
383,3247,774,1,381.47
384,7648,405,1,501.24
385,13974,1150,1,406.3
386,10848,1994,1,74.79
387,3480,98,1,281.02
388,11778,1857,1,997.92
389,9988,828,1,354.83
390,13767,909,1,451.07
391,3168,136,1,434.33
392,8301,907,1,83.19
393,5513,1253,1,625.82
394,9783,1219,1,685.72
395,6077,1957,1,29.6
396,3667,1928,1,921.81
397,5238,987,1,641.92
398,1127,1655,1,135.27
399,14292,427,1,612.27
400,10081,823,1,689.14
401,1409,22,1,136.45
402,991,318,1,797.1
403,8800,1240,1,592.66
404,4112,48,1,306.44
405,5054,1068,1,690.28
406,7141,520,1,483.87
407,6240,458,1,204.15
408,73,499,1,892.69
409,7019,1353,1,66.63
410,39,1171,1,665.12
411,7301,1113,1,76.79
412,5868,1915,1,209.06
413,1686,498,1,438.36
414,2041,1096,1,149.8
415,7449,143,1,712.28
416,7373,1148,1,814.8
417,2398,571,1,860.11
418,6002,1370,1,150.73
419,814,1238,1,57.04
420,10990,396,1,207.61
421,9179,726,1,724.06
422,13881,1284,1,939.8
423,47,1537,1,47.51
424,14412,1656,1,138.66
425,11071,1082,1,471.69
426,1684,1097,1,406.51
427,14528,220,1,266.73
428,3355,593,1,564.12
429,11170,644,1,161.74
430,5915,1282,1,292.23
431,275,346,1,531.5
432,11960,1239,1,103.87
433,6205,659,1,889.87
434,14804,1124,1,412.03
435,8,1525,1,597.94
436,8386,1455,1,973.1
437,11955,1055,1,58.26
438,8883,358,1,646.77
439,10438,680,1,671.62
440,547,1232,1,30.23
441,7619,189,1,267.26
442,500,392,1,73.13
443,3594,1873,1,50.88
444,9181,1682,1,39.69
445,7198,749,1,57.14
446,13887,207,1,357.81
447,7023,1906,1,541.66
448,5660,1355,1,28.56
449,10720,1490,1,960.94
450,13674,1211,1,36.26
451,4014,84,1,322.09
452,7374,186,1,449.43
453,4188,1826,1,332.27
454,7258,432,1,177.55
455,2536,1796,1,359.09
456,14687,1484,1,804.31
457,14319,1324,1,297.23
458,14267,1790,1,885.71
459,6751,1898,1,882.84
460,12054,1450,1,102.48
461,3404,1437,1,421.08
462,9465,1659,1,24.58
463,3029,612,1,664.86
464,5129,468,1,927.3
465,798,852,1,827.36
466,6325,886,1,548.07
467,2074,847,1,102.35
468,13526,522,1,450.84
469,13160,1077,1,253.76
470,8273,1793,1,528.04
471,5226,1637,1,320.63
472,8478,1232,1,179.79
473,10182,601,1,292.74
474,14427,125,1,771.5
475,1732,1893,1,914.01
476,6497,1219,1,823.07
477,6168,1306,1,91.35
478,1595,951,1,494.85
479,1660,1718,1,372.86
480,6204,294,1,549.02
481,2857,1359,1,213.86
482,195,1809,1,821.41
483,2418,1732,1,944.31
484,9773,764,1,128.81
485,5083,330,1,226.17
486,9705,1780,1,526.31
487,7605,555,1,565.55
488,10406,302,1,68.84
489,2942,1367,1,746.54
490,6232,1270,1,524.4
491,6595,718,1,453.8
492,6486,426,1,80.37
493,12462,1792,1,970.19
494,10029,495,1,932.98
495,10205,1634,1,641.16
496,9312,589,1,512.43
497,7815,1826,1,736.01
498,9342,1142,1,345.35
499,13237,1148,1,242.34
500,8880,506,1,989.49
501,1019,1021,1,782.23
502,7299,450,1,439.62
503,1520,1877,1,662.67
504,246,1999,1,179.11
505,5189,1842,1,24.44
506,11257,817,1,533.67
507,14187,1752,1,593.39
508,5854,457,1,483.56
509,5029,1740,1,912.06
510,8809,703,1,366.93
511,2410,662,1,301.37
512,8656,904,1,737.66
513,414,1111,1,111.9
514,11589,1248,1,224.3
515,483,471,1,556.46
516,8627,1926,1,34.37
517,2698,867,1,338.98
518,1417,653,1,692.27
519,3529,728,1,64.31
520,10217,1466,1,820.38
521,1401,298,1,445.58
522,4122,1042,1,930.91
523,14780,811,1,941.55
524,14491,1182,1,987.83
525,9960,1737,1,909.9
526,13030,269,1,726.5
527,14323,897,1,986.83
528,932,1235,1,458.15
529,8458,702,1,822.36
530,8344,824,1,741.48
531,7823,23,1,440.72
532,8393,1909,1,105.38
533,7983,545,1,724.96
534,7984,132,1,175.47
535,3478,1941,1,953.38
536,3485,1692,1,144.47
537,2620,862,1,551.4
538,1683,1842,1,173.84
539,5093,1181,1,432.67
540,404,790,1,843.03
541,12452,329,1,630.18
542,3717,1358,1,493.9
543,10250,51,1,49.41
544,4970,282,1,476.72
545,4581,1990,1,227.76
546,1286,139,1,200.99
547,1529,1532,1,308.25
548,8635,886,1,373.4
549,13791,1311,1,405.01
550,3985,483,1,670.09
551,4915,487,1,767.83
552,10082,1932,1,92.03
553,8322,461,1,273.68
554,7323,325,1,943.04
555,11435,1692,1,720.37
556,4762,850,1,849.85
557,13814,603,1,41.12
558,9180,405,1,787.86
559,606,1725,1,923.72
560,6642,1438,1,58.13
561,5747,342,1,214.87
562,4856,1189,1,888.6
563,2121,1082,1,663.22
564,3256,265,1,152.66
565,2800,1851,1,466.82
566,4776,405,1,721.28
567,1410,670,1,892.62
568,1657,1101,1,854.44
569,4544,1519,1,287.46
570,329,1561,1,767.35
571,9541,879,1,340.95
572,8485,517,1,993.72
573,9692,1230,1,451.28
574,2573,405,1,565.68
575,255,1372,1,413.43
576,5927,328,1,768.11
577,6816,115,1,490.77
578,12666,299,1,468.79
579,544,1607,1,27.74
580,3150,1540,1,612.66
581,12277,754,1,418.06
582,7180,1033,1,987.45
583,14526,1015,1,332.56
584,912,1085,1,377.9
585,8495,26,1,628.23
586,12772,275,1,602.06
587,11329,1532,1,87.89
588,9267,1525,1,495.88
589,10435,981,1,908.44
590,8054,861,1,999.82
591,11759,318,1,334.36
592,12448,540,1,213.64
593,10263,1942,1,693.71
594,605,1040,1,770.09
595,5592,312,1,135.48
596,7540,872,1,146.09
597,6371,1946,1,418.78
598,5344,636,1,59.44
599,10345,329,1,217.59
600,3725,336,1,480.03
601,11093,1412,1,937.96
602,5035,107,1,46.7
603,4829,1368,1,476.04
604,121,49,1,883.89
605,10372,226,1,907.87
606,9853,733,1,217.77
607,7790,902,1,283.85
608,857,621,1,36.94
609,7895,1278,1,767.12
610,3907,947,1,998.53
611,3453,68,1,240.36
612,14704,892,1,655.69
613,5133,1135,1,298.12
614,4420,1282,1,543.42
615,9516,1722,1,205.42
616,5622,805,1,507.24
617,12141,1796,1,438.76
618,8999,777,1,305.09
619,13721,1326,1,684.36
620,13107,1090,1,189
621,7839,1908,1,150.47
622,4987,476,1,181.19
623,11916,1196,1,529.01
624,12811,1298,1,443.74
625,8320,1181,1,664.03
626,784,1231,1,133.01
627,7014,1899,1,623.47
628,7320,48,1,294.22
629,6053,1267,1,512.69
630,11403,1359,1,65.4
631,11821,127,1,966.03
632,4469,183,1,225.32
633,6492,283,1,669.57
634,738,849,1,688.74
635,4145,1665,1,192.71
636,13398,1698,1,149.19
637,13155,1014,1,737.9
638,10687,1007,1,509.7
639,9070,493,1,710.2
640,11378,640,1,49.48
641,13308,1380,1,87.54
642,6374,533,1,520.7
643,5257,1970,1,676.87
644,6812,22,1,269.68
645,9582,1444,1,68.14
646,833,1587,1,154.32
647,3036,1291,1,329.99
648,8660,1062,1,456.86
649,9536,1281,1,712.64
650,4534,495,1,607.74
651,50,214,1,695.19
652,8142,534,1,76.69
653,13282,1294,1,842.77
654,2085,1133,1,605.37
655,3632,1274,1,92.64
656,6616,684,1,797.63
657,5723,1261,1,399.04
658,4510,230,1,792.1
659,14833,1785,1,293.07
660,2462,684,1,752.38
661,278,1035,1,530.99
662,13043,1559,1,387.92
663,2417,1573,1,453.21
664,13724,1343,1,457.7
665,9091,1464,1,380.26
666,3282,1740,1,351.74
667,9387,508,1,326.35
668,8421,1378,1,136.61
669,2601,80,1,534.34
670,13369,1617,1,109.9
671,6511,44,1,468.45
672,4412,800,1,523.27
673,3729,1477,1,947.41
674,5642,840,1,803.42
675,151,880,1,154.38
676,3699,1696,1,561.34
677,7604,759,1,917.43
678,10148,1283,1,394.2
679,2693,73,1,145.7
680,2192,1418,1,475.27
681,3172,1353,1,41.96
682,13113,1798,1,369.54
683,6103,483,1,822.32
684,4155,618,1,303.62
685,7202,103,1,704.44
686,13443,185,1,693.25
687,13589,242,1,614.53
688,7906,48,1,571.6
689,5713,989,1,577.25
690,8010,862,1,677.73
691,7416,1398,1,135.41
692,14198,354,1,20.46
693,9104,1320,1,417.7
694,13307,1032,1,933.72
695,9047,950,1,448.35
696,10222,1196,1,667.32
697,5500,1980,1,653.79
698,8500,815,1,641.3
699,6322,476,1,297.93
700,12140,357,1,373.33
701,975,1946,1,554.3
702,2094,1515,1,560.43
703,3259,1940,1,203.04
704,13717,299,1,753.02
705,10011,1458,1,948.23
706,5931,1087,1,433.39
707,3762,740,1,73.07
708,9385,1106,1,798.49
709,13314,584,1,545.65
710,1196,1836,1,498.37
711,10772,1591,1,40.72
712,11465,697,1,605.45
713,2309,1632,1,832.71
714,8427,465,1,673.49
715,10910,1970,1,922.53
716,2953,1659,1,96.75
717,3077,844,1,893.46
718,12690,31,1,437.37
719,2072,424,1,53.64
720,4342,1788,1,900.52
721,3013,96,1,49.83
722,2429,551,1,471.37
723,13872,466,1,280.2
724,3053,1854,1,223.58
725,3859,275,1,314.97
726,9892,689,1,388.97
727,2270,538,1,615.26
728,7809,1466,1,63.41
729,12152,953,1,646.72
730,6963,287,1,380.76
731,13632,1336,1,255.02
732,8918,1807,1,420.1
733,5123,154,1,289.13
734,2940,508,1,809.09
735,6228,923,1,893.37
736,13624,972,1,302.31
737,13403,1353,1,56.66
738,5017,927,1,559.95
739,10827,1177,1,809.72
740,5646,1223,1,888.17
741,9149,1324,1,622.5
742,12082,87,1,279.44
743,13690,1051,1,617.66
744,5614,260,1,163.57
745,12682,754,1,517.38
746,7737,1946,1,92.26
747,11956,343,1,890.16
748,3635,784,1,677.28
749,13466,820,1,694.35
750,7458,823,1,283.48
751,4866,1195,1,81.15
752,6431,160,1,500.09
753,8769,1651,1,963.4
754,1505,147,1,71.87
755,13514,1295,1,564.2
756,2943,41,1,253.84
757,6582,618,1,942.49
758,7584,569,1,309.72
759,13647,1419,1,794.94
760,9206,1484,1,940.43
761,12962,780,1,804.79
762,3805,1400,1,934.66
763,5372,1921,1,512.12
764,5352,51,1,826.68
765,3996,140,1,640
766,142,1402,1,990.41
767,6617,1660,1,811.98
768,2351,896,1,294.12
769,11422,1152,1,797
770,348,1293,1,85.08
771,4246,966,1,925.67
772,2441,132,1,581.08
773,306,1283,1,588.22
774,3950,1459,1,951.6
775,13207,1671,1,942.1
776,40,748,1,463.28
777,2334,865,1,820.98
778,10965,1725,1,859.47
779,12174,573,1,805.11
780,8193,981,1,549.17
781,5595,1996,1,419.01
782,1606,1323,1,839
783,6018,302,1,696.55
784,752,1445,1,945.52
785,10172,1437,1,761.78
786,580,799,1,928.38
787,7862,1351,1,636.11
788,11623,477,1,578.2
789,4735,1316,1,979.7
790,9867,966,1,276.51
791,6526,1354,1,674.87
792,2411,1960,1,947.98
793,7417,1064,1,333.46
794,3692,163,1,358.7
795,509,1111,1,171.67
796,14294,1143,1,930.99
797,11704,1337,1,675.91
798,8196,1571,1,416.1
799,12958,1197,1,334.41
800,9186,1257,1,697.51
801,5312,1844,1,123.3
802,4024,1277,1,413.73
803,11190,1848,1,380.84
804,11697,1346,1,784.04
805,3659,1444,1,566.69
806,13760,176,1,653.24
807,14561,706,1,34.8
808,4224,1233,1,872.81
809,11762,182,1,471.71
810,307,508,1,142.43
811,6370,1836,1,484.2
812,5222,1879,1,58.87
813,11238,552,1,462.67
814,9957,375,1,880.29
815,6131,1137,1,645.42
816,13553,857,1,108.23
817,1236,524,1,513.89
818,12049,1063,1,79.92
819,12498,181,1,245.74
820,230,724,1,527.98
821,4764,930,1,553.81
822,2909,853,1,462.71
823,154,966,1,528.62
824,7784,1477,1,432.23
825,10473,838,1,202.52
826,9978,677,1,888.96
827,10415,684,1,580.69
828,10936,1027,1,136.93
829,4919,602,1,750.57
830,9739,1202,1,611.67
831,9980,473,1,58.31
832,3994,1667,1,880
833,14410,1159,1,890.71
834,12658,637,1,538.03
835,5663,857,1,858.73
836,1869,653,1,93.04
837,7644,213,1,903.7
838,2864,51,1,125.26
839,11030,1742,1,319.5
840,9371,558,1,663.79
841,7,1359,1,98.16
842,7710,59,1,732.92
843,372,1701,1,696.56
844,2278,1809,1,661.58
845,1165,1014,1,930.7
846,14944,452,1,152.72
847,5570,1200,1,794.58
848,7616,670,1,584.5
849,6476,1675,1,972.39
850,4868,940,1,356.63
851,5371,438,1,214.9
852,8912,763,1,777.46
853,2895,1066,1,929.85
854,10765,898,1,210.76
855,9928,913,1,388.93
856,11338,203,1,395.65
857,12253,1025,1,989.4
858,13643,503,1,415.15
859,2548,507,1,673.93
860,10738,1123,1,34.44
861,187,890,1,817.94
862,1455,615,1,579.57
863,13405,1244,1,754.34
864,13245,217,1,972.88
865,3166,764,1,652.68
866,12450,1183,1,418.16
867,3830,635,1,80.45
868,9190,86,1,191.56
869,2688,1810,1,518.93
870,5609,1258,1,718.9
871,14646,228,1,479.88
872,4730,1176,1,850.8
873,14568,876,1,233.86
874,5428,281,1,695.62
875,11189,246,1,730.92
876,2745,1708,1,585.95
877,13300,826,1,583.2
878,6087,1442,1,592.3
879,794,514,1,493.38
880,14969,888,1,517.07
881,8790,594,1,425.7
882,9296,1386,1,805.14
883,14849,813,1,358.7
884,7678,896,1,965.69
885,6920,14,1,274.84
886,4399,1326,1,240.27
887,8113,1232,1,506.38
888,2132,745,1,74.91
889,7231,602,1,565.44
890,7968,328,1,927.81
891,9269,1134,1,496.49
892,863,502,1,337.69
893,6974,789,1,961.14
894,11394,1864,1,120.23
895,6721,353,1,76.69
896,3033,807,1,853.13
897,9544,1378,1,598.57
898,389,223,1,336.01
899,36,358,1,411.69
900,10631,1382,1,49.37
901,11808,85,1,901.4
902,8194,1549,1,993.09
903,6919,680,1,565.91
904,10633,1216,1,505.59
905,4811,1585,1,548.48
906,663,1433,1,271.69
907,10008,481,1,708.81
908,7502,1799,1,167.72
909,11640,1724,1,32.55
910,11032,1150,1,336.45
911,13667,1978,1,34.65
912,693,1707,1,332.11
913,359,313,1,136.46
914,11412,797,1,160.4
915,1379,267,1,879.41
916,558,1214,1,284.07
917,7836,1482,1,857.6
918,2251,37,1,188.52
919,3554,729,1,739.5
920,8451,1303,1,932.64
921,6501,609,1,348.43
922,14790,1698,1,944.32
923,13517,1817,1,310.84
924,4341,157,1,80.9
925,11969,1896,1,211.82
926,132,9,1,891.77
927,7962,1281,1,956.85
928,11106,4,1,873.16
929,2405,478,1,432.59
930,15000,713,1,898.16
931,9944,1328,1,547.08
932,8332,583,1,79.2
933,5367,1939,1,934.58
934,10717,539,1,64.31
935,8852,1283,1,419.02
936,9407,1019,1,717.57
937,9175,1539,1,225.23
938,10242,1169,1,735.05
939,4407,324,1,567.11
940,4604,108,1,509.04
941,4871,1863,1,64.37
942,6318,1699,1,268.91
943,12547,1581,1,592.23
944,11523,659,1,750.22
945,8180,328,1,539.34
946,10877,1273,1,236.77
947,846,1296,1,593.59
948,787,1025,1,53.48
949,13939,1048,1,371.53
950,4022,51,1,630.56
951,14299,1810,1,665.27
952,11714,1274,1,227.85
953,4607,1153,1,728.86
954,6697,1313,1,633.15
955,2678,1562,1,59.99
956,1536,52,1,861.68
957,3089,974,1,111.08
958,13604,1898,1,842.96
959,11887,1587,1,905.07
960,11910,577,1,910.97
961,4817,117,1,71.32
962,7082,1785,1,557.04
963,2961,1740,1,851.75
964,11193,1822,1,757.27
965,12090,1610,1,719.63
966,3874,1429,1,516.86
967,7391,673,1,529.33
968,868,1384,1,309.06
969,2898,1252,1,883.68
970,10266,1264,1,228.84
971,12870,255,1,539.68
972,7863,275,1,634.32
973,2231,920,1,597.5
974,12191,593,1,866.12
975,7437,669,1,818.78
976,11964,1957,1,380.08
977,2703,1833,1,194.85
978,4748,1614,1,367.75
979,630,258,1,184.22
980,2305,684,1,266.5
981,4529,1397,1,477.11
982,14050,636,1,141.21
983,11139,1107,1,389.71
984,9851,1658,1,766.3
985,10525,522,1,95.12
986,3634,160,1,699.93
987,629,879,1,796.3
988,13213,156,1,613.8
989,5902,1653,1,576.34
990,6575,460,1,501.63
991,7841,813,1,163.91
992,11576,606,1,641.06
993,14307,1556,1,586.11
994,3072,190,1,713.13
995,10133,1124,1,167.17
996,2610,794,1,988.95
997,14474,671,1,820.05
998,1271,1105,1,597.77
999,6849,1918,1,634.27
1000,3791,286,1,757.75
